sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Έχω θορυβηθεί από τους αριθμούς που ανακοίνωσε η Επιτροπή σχετικά με τις καταστροφές που έχουν γίνει τον τελευταίο καιρό, ακόμα και αν δούμε μόνο τα προγράμματα τα οποία έχει χρηματοδοτήσει η Ευρωπαϊκή Ένωση.	γίνει	15	έχουν	14.0	που	13	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'Person': '3', 'PronType': 'Rel', 'lemma': 'που'}	PRON	έχουν	14	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	1	[]	{'sent_id': 'gdt-20020205-ep-sessions_104-5', 'text': 'Έχω θορυβηθεί από τους αριθμούς που ανακοίνωσε η Επιτροπή σχετικά με τις καταστροφές που έχουν γίνει τον τελευταίο καιρό, ακόμα και αν δούμε μόνο τα προγράμματα τα οποία έχει χρηματοδοτήσει η Ευρωπαϊκή Ένωση.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχετε	3 -> 2	Έχω θορυβηθεί από τους αριθμούς που ανακοίνωσε η Επιτροπή σχετικά με τις καταστροφές που	Έχω θορυβηθεί από τους αριθμούς που ανακοίνωσε η Επιτροπή σχετικά με τις καταστροφές που έχετε γίνει τον τελευταίο καιρό, ακόμα και αν δούμε μόνο τα προγράμματα τα οποία έχει χρηματοδοτήσει η Ευρωπαϊκή Ένωση.	[]	[]	0	0	0	False	False	False	0.0009855773107133	SV-P	ell	3	2	SV	aux	+
Δεν πιστεύω ότι η ενίσχυση σχεδίων και προγραμμάτων έχει αποτύχει.	αποτύχει	9	έχει	8.0	ενίσχυση	4	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'ενίσχυση'}	NOUN	έχει	8	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	4	[]	{'sent_id': 'gdt-20020116-ep-sessions_2231-15', 'text': 'Δεν πιστεύω ότι η ενίσχυση σχεδίων και προγραμμάτων έχει αποτύχει.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}	έχεις	3 -> 2	Δεν πιστεύω ότι η ενίσχυση σχεδίων και προγραμμάτων	Δεν πιστεύω ότι η ενίσχυση σχεδίων και προγραμμάτων έχεις αποτύχει.	[]	[]	0	0	0	False	False	False	0.0052199094604449	SV-P	ell	3	2	SV	aux	+
"Ο τούρκος Πρωθυπουργός τόνισε επίσης ότι η χώρα του έχει ανταποκριθεί σε περισσότερα από δέκα αιτήματα των ΗΠΑ για εκδόσεις πολιτών από την Τουρκία και περιμένει από τις ΗΠΑ να δράσουν αναλόγως σ το αίτημα που υποβάλλει μια ""φίλη χώρα και σύμμαχός τους σ το ΝΑΤΟ"", όπως επεσήμανε ο κ. Ερντογάν."	ανταποκριθεί	10	έχει	9.0	χώρα	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'χώρα'}	NOUN	έχει	9	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	2	[]	"{'sent_id': 'gdt-20140429-voa-4-6', 'text': 'Ο τούρκος Πρωθυπουργός τόνισε επίσης ότι η χώρα του έχει ανταποκριθεί σε περισσότερα από δέκα αιτήματα των ΗΠΑ για εκδόσεις πολιτών από την Τουρκία και περιμένει από τις ΗΠΑ να δράσουν αναλόγως στο αίτημα που υποβάλλει μια ""φίλη χώρα και σύμμαχός τους στο ΝΑΤΟ"", όπως επεσήμανε ο κ. Ερντογάν.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}"	'χεις	3 -> 2	Ο τούρκος Πρωθυπουργός τόνισε επίσης ότι η χώρα του	"Ο τούρκος Πρωθυπουργός τόνισε επίσης ότι η χώρα του 'χεις ανταποκριθεί σε περισσότερα από δέκα αιτήματα των ΗΠΑ για εκδόσεις πολιτών από την Τουρκία και περιμένει από τις ΗΠΑ να δράσουν αναλόγως σ το αίτημα που υποβάλλει μια ""φίλη χώρα και σύμμαχός τους σ το ΝΑΤΟ"", όπως επεσήμανε ο κ. Ερντογάν."	[]	[]	0	0	0	False	False	False	0.0039149320953337	SV-P	ell	3	2	SV	aux	+
Η Ευρωπαϊκή Ένωση έχει χορηγήσει γύρω σ το ένα δισεκατομμύριο ευρώ από το 1991, έτος κατά το οποίο οι χώρες αυτές απέκτησαν την ανεξαρτησία τους.	χορηγήσει	4	έχει	3.0	Ένωση	2	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'ένωση'}	NOUN	έχει	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	1	[]	{'sent_id': 'gdt-20020227-ep-sessions_161-9', 'text': 'Η Ευρωπαϊκή Ένωση έχει χορηγήσει γύρω στο ένα δισεκατομμύριο ευρώ από το 1991, έτος κατά το οποίο οι χώρες αυτές απέκτησαν την ανεξαρτησία τους.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	'χεις	3 -> 2	Η Ευρωπαϊκή Ένωση	Η Ευρωπαϊκή Ένωση 'χεις χορηγήσει γύρω σ το ένα δισεκατομμύριο ευρώ από το 1991, έτος κατά το οποίο οι χώρες αυτές απέκτησαν την ανεξαρτησία τους.	[]	[]	0	0	0	False	False	False	0.0012045944908719	SV-P	ell	3	2	SV	aux	+
"""Το ζήτημα είναι να μεσολαβήσουμε πρώτα σ τον υπολογιστή πριν προχωρήσουμε σ τον ασθενή."	μεσολαβήσουμε	5	είναι	3.0	ζήτημα	2	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'lemma': 'ζήτημα'}	NOUN	είναι	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'είμαι', 'Gender': 'Neut'}	AUX	1	[]	"{'sent_id': 'gdt-20050222-ertonline-health_4-12', 'text': '""Το ζήτημα είναι να μεσολαβήσουμε πρώτα στον υπολογιστή πριν προχωρήσουμε στον ασθενή.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}"	είσαι	3 -> 2	"""Το ζήτημα"	"""Το ζήτημα είσαι να μεσολαβήσουμε πρώτα σ τον υπολογιστή πριν προχωρήσουμε σ τον ασθενή."	[]	[]	0	0	0	False	False	False	0.0076527179420097	SV-P	ell	3	2	SV	aux	+
Αυτό σε παραλληλισμό με τους ανταγωνισμούς μεταξύ των νικητριών δυνάμεων που είχαν αρχίσει να αναπτύσσονται και συμπληρωμένο από το βαθμιαίο πέρασμα των ταγμάτων ασφαλείας και των λοιπών δοσιλογικών οργανώσεων σ το πλευρό της δεξιάς διαμόρφωσε τα δύο στρατόπεδα.	αρχίσει	12	είχαν	11.0	που	10	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'Person': '3', 'PronType': 'Rel', 'lemma': 'που'}	PRON	είχαν	11	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	1	[]	{'sent_id': 'gdt-20090304-wikipedia-history_emfilios_polemos-12', 'text': 'Αυτό σε παραλληλισμό με τους ανταγωνισμούς μεταξύ των νικητριών δυνάμεων που είχαν αρχίσει να αναπτύσσονται και συμπληρωμένο από το βαθμιαίο πέρασμα των ταγμάτων ασφαλείας και των λοιπών δοσιλογικών οργανώσεων στο πλευρό της δεξιάς διαμόρφωσε τα δύο στρατόπεδα.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-dev.conllu'}	είχατε	3 -> 2	Αυτό σε παραλληλισμό με τους ανταγωνισμούς μεταξύ των νικητριών δυνάμεων που	Αυτό σε παραλληλισμό με τους ανταγωνισμούς μεταξύ των νικητριών δυνάμεων που είχατε αρχίσει να αναπτύσσονται και συμπληρωμένο από το βαθμιαίο πέρασμα των ταγμάτων ασφαλείας και των λοιπών δοσιλογικών οργανώσεων σ το πλευρό της δεξιάς διαμόρφωσε τα δύο στρατόπεδα.	[]	[]	0	0	0	False	False	False	0.0023653855457121	SV-P	ell	3	2	SV	aux	+
Το Ευρωπαϊκό Κοινοβούλιο έχει κάνει τη δουλειά του.	κάνει	4	έχει	3.0	Κοινοβούλιο	2	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'lemma': 'κοινοβούλιο'}	NOUN	έχει	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Neut'}	AUX	1	[]	{'sent_id': 'gdt-20020227-ep-sessions_055-11', 'text': 'Το Ευρωπαϊκό Κοινοβούλιο έχει κάνει τη δουλειά του.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	'χεις	3 -> 2	Το Ευρωπαϊκό Κοινοβούλιο	Το Ευρωπαϊκό Κοινοβούλιο 'χεις κάνει τη δουλειά του.	[]	[]	0	0	0	False	False	False	0.0008030629939146	SV-P	ell	3	2	SV	aux	+
Το Ευρωπαϊκό Κοινοβούλιο έχει κάνει τη δουλειά του.	κάνει	4	έχει	3.0	Κοινοβούλιο	2	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'lemma': 'κοινοβούλιο'}	NOUN	έχει	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Neut'}	AUX	1	[]	{'sent_id': 'gdt-20020227-ep-sessions_055-11', 'text': 'Το Ευρωπαϊκό Κοινοβούλιο έχει κάνει τη δουλειά του.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχεις	3 -> 2	Το Ευρωπαϊκό Κοινοβούλιο	Το Ευρωπαϊκό Κοινοβούλιο έχεις κάνει τη δουλειά του.	[]	[]	0	0	0	False	False	False	0.0008030629939146	SV-P	ell	3	2	SV	aux	+
Σε ομιλία του σ το Λευκό Οίκο, ο πρόεδρος Ομπάμα δήλωσε ότι ο εγκέφαλος παραμένει επιστημονικό μυστήριο, παρά το γεγονός ότι ο ίδιος ο άνθρωπος έχει κατορθώσει να λύσει τα μυστήρια του σύμπαντος.	κατορθώσει	28	έχει	27.0	άνθρωπος	26	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'άνθρωπος'}	NOUN	έχει	27	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	AUX	1	[]	{'sent_id': 'gdt-20130406-elwikinews-1-3', 'text': 'Σε ομιλία του στο Λευκό Οίκο, ο πρόεδρος Ομπάμα δήλωσε ότι ο εγκέφαλος παραμένει επιστημονικό μυστήριο, παρά το γεγονός ότι ο ίδιος ο άνθρωπος έχει κατορθώσει να λύσει τα μυστήρια του σύμπαντος.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	'χεις	3 -> 2	Σε ομιλία του σ το Λευκό Οίκο, ο πρόεδρος Ομπάμα δήλωσε ότι ο εγκέφαλος παραμένει επιστημονικό μυστήριο, παρά το γεγονός ότι ο ίδιος ο άνθρωπος	Σε ομιλία του σ το Λευκό Οίκο, ο πρόεδρος Ομπάμα δήλωσε ότι ο εγκέφαλος παραμένει επιστημονικό μυστήριο, παρά το γεγονός ότι ο ίδιος ο άνθρωπος 'χεις κατορθώσει να λύσει τα μυστήρια του σύμπαντος.	[]	[]	0	0	0	False	False	False	0.0012045944908719	SV-P	ell	3	2	SV	aux	+
Τούτο έχει προξενήσει ασφαλώς μεγάλη σύγχυση σε ορισμένους συναδέλφους, καθώς πολλά από όσα η Επιτροπή παρουσίασε σ τις δύο ερμηνευτικές δηλώσεις της, για τις οποίες την ευχαριστούμε, δεν θα είναι πλέον εφικτά εξαιτίας της νέας νομικής βάσης που προτείνει η Επιτροπή, εάν δεν κάνουμε αύριο δεκτές σχετικές τροπολογίες.	προξενήσει	2	έχει	1.0	Τούτο	0	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'Person': '3', 'PronType': 'Dem', 'lemma': 'τούτος'}	PRON	έχει	1	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Neut'}	AUX	1	[]	{'sent_id': 'gdt-20020116-ep-sessions_132-16', 'text': 'Τούτο έχει προξενήσει ασφαλώς μεγάλη σύγχυση σε ορισμένους συναδέλφους, καθώς πολλά από όσα η Επιτροπή παρουσίασε στις δύο ερμηνευτικές δηλώσεις της, για τις οποίες την ευχαριστούμε, δεν θα είναι πλέον εφικτά εξαιτίας της νέας νομικής βάσης που προτείνει η Επιτροπή, εάν δεν κάνουμε αύριο δεκτές σχετικές τροπολογίες.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	'χεις	3 -> 2	Τούτο	Τούτο 'χεις προξενήσει ασφαλώς μεγάλη σύγχυση σε ορισμένους συναδέλφους, καθώς πολλά από όσα η Επιτροπή παρουσίασε σ τις δύο ερμηνευτικές δηλώσεις της, για τις οποίες την ευχαριστούμε, δεν θα είναι πλέον εφικτά εξαιτίας της νέας νομικής βάσης που προτείνει η Επιτροπή, εάν δεν κάνουμε αύριο δεκτές σχετικές τροπολογίες.	[]	[]	0	0	0	False	False	False	0.0012045944908719	SV-P	ell	3	2	SV	aux	+
Γνωρίζετε ότι η Επιτροπή έχει αποστείλει ένα ένταλμα είσπραξης.	αποστείλει	5	έχει	4.0	Επιτροπή	3	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'επιτροπή'}	NOUN	έχει	4	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	1	[]	{'sent_id': 'gdt-20020227-ep-sessions_137-21', 'text': 'Γνωρίζετε ότι η Επιτροπή έχει αποστείλει ένα ένταλμα είσπραξης.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχεις	3 -> 2	Γνωρίζετε ότι η Επιτροπή	Γνωρίζετε ότι η Επιτροπή έχεις αποστείλει ένα ένταλμα είσπραξης.	[]	[]	0	0	0	False	False	False	0.0004818377963487	SV-P	ell	3	2	SV	aux	+
